ope_dic_identifiant;car_valeur_quantitatif;annee
102;107;2015
102;98;2015
102;116;2015
102;90;2015
102;200;2015
102;165;2015
102;179;2015
102;113;2015
102;112;2015
102;110;2015
102;115;2015
102;111;2015
102;92;2015
102;106;2015
102;100;2015
102;100;2015
102;102;2015
102;147;2015
102;123;2015
102;85;2015
102;107;2015
102;103;2015
102;127;2015
102;107;2015
102;110;2015
102;105;2015
102;106;2015
102;93;2015
102;78;2015
102;94;2015
102;114;2015
102;124;2015
102;92;2015
102;122;2015
102;104;2015
102;116;2015
102;99;2015
102;100;2015
102;129;2015
102;99;2015
102;107;2015
102;115;2015
102;105;2015
102;117;2015
102;114;2015
102;106;2015
102;107;2015
102;125;2015
102;141;2015
102;75;2015
102;101;2015
102;116;2015
102;99;2015
102;103;2015
102;105;2015
102;116;2015
102;122;2015
102;155;2015
102;159;2015
102;174;2015
102;197;2015
102;69;2015
102;82;2015
102;77;2015
102;97;2015
102;93;2015
102;90;2015
102;108;2015
102;96;2015
102;122;2015
102;120;2015
102;97;2015
102;92;2015
102;95;2015
102;98;2015
102;94;2015
102;113;2015
102;97;2015
102;98;2015
102;111;2015
102;118;2015
102;115;2015
102;114;2015
102;103;2015
102;93;2015
102;128;2015
102;92;2015
102;100;2015
102;85;2015
102;120;2015
102;105;2015
102;117;2015
102;128;2015
102;84;2015
102;108;2015
102;95;2015
102;117;2015
102;130;2015
102;125;2015
102;98;2015
102;80;2015
102;100;2015
102;107;2015
102;108;2015
102;103;2015
102;80;2015
102;109;2015
102;85;2015
102;119;2015
102;107;2015
102;98;2015
102;110;2015
102;115;2015
102;92;2015
102;231;2015
102;196;2015
102;185;2015
102;206;2015
102;162;2015
102;72;2015
102;74;2015
102;90;2015
102;71;2015
102;105;2015
102;116;2015
102;146;2015
102;146;2015
102;117;2015
102;143;2015
102;126;2015
102;104;2015
102;128;2015
102;104;2015
102;108;2015
102;93;2015
102;93;2015
102;95;2015
102;102;2015
102;109;2015
102;99;2015
102;83;2015
102;101;2015
102;126;2015
102;101;2015
102;106;2015
102;106;2015
102;103;2015
102;102;2015
102;110;2015
102;85;2015
102;83;2015
102;92;2015
102;100;2015
102;99;2015
102;105;2015
102;93;2015
102;102;2015
102;132;2015
102;98;2015
102;116;2015
102;130;2015
102;128;2015
102;147;2015
102;97;2015
102;86;2015
102;90;2015
102;114;2015
102;116;2015
102;120;2015
102;130;2015
102;91;2015
102;99;2015
102;96;2015
102;191;2015
102;192;2015
102;170;2015
102;168;2015
102;180;2015
102;221;2015
102;172;2015
102;158;2015
102;150;2015
102;106;2015
102;109;2015
102;100;2015
102;120;2015
102;108;2015
102;114;2015
102;90;2015
102;127;2015
102;110;2015
102;102;2015
102;120;2015
102;116;2015
102;114;2015
102;111;2015
102;116;2015
102;101;2015
102;151;2015
102;104;2015
102;96;2015
102;143;2015
102;72;2015
102;118;2015
102;121;2015
102;116;2015
102;93;2015
102;131;2015
102;113;2015
102;110;2015
102;87;2015
102;100;2015
102;107;2015
102;116;2015
102;138;2015
102;111;2015
102;111;2015
102;76;2015
102;115;2015
102;113;2015
102;69;2015
102;162;2015
102;163;2015
102;113;2015
102;112;2015
102;112;2015
102;112;2015
102;95;2015
102;89;2015
102;115;2015
102;86;2015
102;173;2015
102;167;2015
102;160;2015
102;155;2015
102;219;2015
102;152;2015
102;166;2015
102;191;2015
102;207;2015
102;178;2015
102;228;2015
102;183;2015
102;171;2015
102;185;2015
102;168;2015
102;182;2015
102;198;2015
102;151;2015
102;194;2015
102;146;2015
102;172;2015
102;182;2015
102;183;2015
102;203;2015
102;160;2015
102;155;2015
102;200;2015
102;137;2015
102;125;2015
102;92;2015
102;161;2015
102;105;2015
102;110;2015
102;122;2015
102;151;2015
102;105;2015
102;120;2015
102;131;2015
102;140;2015
102;102;2015
102;135;2015
102;154;2015
102;107;2015
102;103;2015
102;115;2015
102;100;2015
102;122;2015
102;139;2015
102;118;2015
102;102;2015
102;113;2015
102;113;2015
102;118;2015
102;105;2015
102;101;2015
102;114;2015
102;107;2015
102;78;2015
102;118;2015
102;120;2015
102;171;2015
102;142;2015
102;136;2015
102;101;2015
102;122;2015
102;116;2015
102;131;2015
102;110;2015
102;100;2015
102;119;2015
102;122;2015
102;106;2015
102;106;2015
102;139;2015
102;102;2015
102;145;2015
102;147;2015
102;160;2015
102;193;2015
102;187;2015
102;151;2015
102;257;2015
102;168;2015
102;90;2015
102;169;2015
102;109;2015
102;123;2015
102;175;2015
102;134;2015
102;93;2015
102;138;2015
102;88;2015
102;137;2015
102;104;2015
102;88;2015
102;116;2015
102;187;2015
102;122;2015
102;77;2015
102;133;2015
102;105;2015
102;101;2015
102;156;2015
102;136;2015
102;209;2015
102;120;2015
102;93;2015
102;146;2015
102;107;2015
102;118;2015
102;111;2015
102;90;2015
102;121;2015
102;111;2015
102;149;2015
102;99;2015
102;105;2015
102;166;2015
102;209;2015
102;124;2015
102;113;2015
102;98;2015
102;137;2015
102;107;2015
102;75;2015
102;108;2015
102;126;2015
102;113;2015
102;127;2015
102;120;2015
102;115;2015
102;160;2015
102;152;2015
102;139;2015
102;105;2015
102;145;2015
102;124;2015
102;142;2015
102;118;2015
102;124;2015
102;95;2015
102;111;2015
102;111;2015
102;117;2015
102;264;2015
102;173;2015
102;171;2015
102;87;2015
102;127;2015
102;200;2015
102;136;2015
102;148;2015
102;108;2015
102;88;2015
102;126;2015
102;115;2015
102;101;2015
102;100;2015
102;100;2015
102;281;2015
102;125;2015
102;140;2015
102;140;2015
102;126;2015
102;91;2015
102;155;2015
102;112;2015
102;203;2015
102;132;2015
102;124;2015
102;110;2015
102;114;2015
102;169;2015
102;97;2015
102;128;2015
102;148;2015
102;112;2015
102;74;2015
102;115;2015
102;111;2015
102;105;2015
102;102;2015
102;108;2015
102;105;2015
102;186;2015
102;124;2015
102;159;2015
102;173;2015
102;120;2015
102;103;2015
102;121;2015
102;140;2015
102;96;2015
102;99;2015
102;102;2015
102;109;2015
102;126;2015
102;107;2015
102;102;2015
102;114;2015
102;108;2015
102;103;2015
102;71;2015
102;130;2015
102;105;2015
102;75;2015
102;119;2015
102;116;2015
102;82;2015
102;101;2015
102;135;2015
102;149;2015
102;97;2015
102;94;2015
102;112;2015
102;165;2015
102;176;2015
102;172;2015
102;174;2015
102;103;2015
102;166;2015
102;114;2015
102;107;2015
102;113;2015
102;98;2015
102;129;2015
102;124;2015
102;170;2015
102;134;2015
102;133;2015
102;87;2015
102;137;2015
102;141;2015
102;106;2015
102;94;2015
102;118;2015
102;195;2015
102;176;2015
102;136;2015
102;162;2015
102;106;2015
102;112;2015
102;111;2015
102;73;2015
102;129;2015
102;132;2015
102;92;2015
102;111;2015
102;185;2015
102;179;2015
102;148;2015
102;100;2015
102;124;2015
102;111;2015
102;179;2015
102;150;2015
102;165;2015
102;77;2015
102;214;2015
102;85;2015
102;132;2015
102;123;2015
102;74;2015
102;85;2015
102;126;2015
102;175;2015
102;175;2015
102;90;2015
102;87;2015
102;144;2015
102;181;2015
102;119;2015
102;103;2015
102;81;2015
102;77;2015
102;119;2015
102;78;2015
102;78;2015
102;147;2015
102;105;2015
102;136;2015
102;128;2015
102;84;2015
102;100;2015
102;180;2015
102;78;2015
102;109;2015
102;150;2015
102;98;2015
102;143;2015
102;141;2015
102;109;2015
102;82;2015
102;162;2015
102;72;2015
102;135;2015
102;135;2015
102;150;2015
102;72;2015
102;152;2015
102;88;2015
102;156;2015
102;139;2015
102;93;2015
102;101;2015
102;112;2015
102;176;2015
102;93;2015
102;230;2015
102;124;2015
102;143;2015
102;76;2015
102;82;2015
102;155;2015
102;186;2015
102;96;2015
102;115;2015
102;141;2015
102;118;2015
102;106;2015
102;144;2015
102;127;2015
102;120;2015
102;159;2015
102;83;2015
102;104;2015
102;139;2015
102;143;2015
102;137;2015
102;121;2015
102;144;2015
102;195;2015
102;105;2015
102;150;2015
102;157;2015
102;95;2015
102;90;2015
102;79;2015
102;167;2015
102;111;2015
102;105;2015
102;167;2015
102;159;2015
102;232;2015
102;205;2015
102;162;2015
102;181;2015
102;137;2015
102;116;2015
102;98;2015
102;94;2015
102;155;2015
102;76;2015
102;97;2015
102;150;2015
102;98;2015
102;121;2015
102;173;2015
102;103;2015
102;98;2015
102;114;2015
102;160;2015
102;141;2015
102;173;2015
102;115;2015
102;115;2015
102;142;2015
102;101;2015
102;125;2015
102;188;2015
102;127;2015
102;92;2015
102;259;2015
102;151;2015
102;102;2015
102;135;2016
102;140;2016
102;144;2016
102;112;2016
102;156;2016
102;182;2016
102;150;2016
102;190;2016
102;108;2016
102;122;2016
102;162;2016
102;105;2016
102;113;2016
102;116;2016
102;123;2016
102;124;2016
102;131;2016
102;145;2016
102;95;2016
102;104;2016
102;105;2016
102;110;2016
102;113;2016
102;123;2016
102;125;2016
102;125;2016
102;125;2016
102;340;2016
102;93;2016
102;104;2016
102;111;2016
102;121;2016
102;121;2016
102;122;2016
102;124;2016
102;127;2016
102;139;2016
102;113;2016
102;118;2016
102;119;2016
102;132;2016
102;145;2016
102;165;2016
102;170;2016
102;194;2016
102;106;2016
102;106;2016
102;113;2016
102;118;2016
102;119;2016
102;119;2016
102;130;2016
102;130;2016
102;141;2016
102;157;2016
102;159;2016
102;175;2016
102;90;2016
102;93;2016
102;94;2016
102;102;2016
102;104;2016
102;106;2016
102;110;2016
102;110;2016
102;111;2016
102;113;2016
102;117;2016
102;124;2016
102;125;2016
102;126;2016
102;128;2016
102;129;2016
102;131;2016
102;132;2016
102;137;2016
102;137;2016
102;140;2016
102;140;2016
102;145;2016
102;146;2016
102;150;2016
102;152;2016
102;160;2016
102;172;2016
102;174;2016
102;105;2016
102;106;2016
102;109;2016
102;110;2016
102;111;2016
102;112;2016
102;113;2016
102;115;2016
102;119;2016
102;120;2016
102;120;2016
102;125;2016
102;132;2016
102;133;2016
102;151;2016
102;157;2016
102;160;2016
102;194;2016
102;104;2016
102;107;2016
102;127;2016
102;131;2016
102;90;2016
102;92;2016
102;100;2016
102;104;2016
102;115;2016
102;122;2016
102;139;2016
102;145;2016
102;91;2016
102;101;2016
102;115;2016
102;90;2016
102;99;2016
102;83;2016
102;89;2016
102;90;2016
102;91;2016
102;93;2016
102;94;2016
102;96;2016
102;96;2016
102;99;2016
102;101;2016
102;103;2016
102;107;2016
102;107;2016
102;110;2016
102;111;2016
102;114;2016
102;114;2016
102;122;2016
102;122;2016
102;122;2016
102;123;2016
102;125;2016
102;125;2016
102;129;2016
102;130;2016
102;130;2016
102;131;2016
102;134;2016
102;140;2016
102;141;2016
102;142;2016
102;142;2016
102;144;2016
102;150;2016
102;171;2016
102;82;2016
102;89;2016
102;90;2016
102;97;2016
102;97;2016
102;151;2016
102;91;2016
102;102;2016
102;195;2016
102;75;2016
102;83;2016
102;84;2016
102;86;2016
102;87;2016
102;88;2016
102;88;2016
102;88;2016
102;91;2016
102;92;2016
102;93;2016
102;95;2016
102;96;2016
102;96;2016
102;97;2016
102;97;2016
102;101;2016
102;101;2016
102;102;2016
102;102;2016
102;103;2016
102;103;2016
102;104;2016
102;105;2016
102;106;2016
102;107;2016
102;110;2016
102;111;2016
102;111;2016
102;113;2016
102;115;2016
102;115;2016
102;117;2016
102;119;2016
102;120;2016
102;120;2016
102;120;2016
102;121;2016
102;122;2016
102;122;2016
102;124;2016
102;126;2016
102;127;2016
102;128;2016
102;130;2016
102;131;2016
102;139;2016
102;142;2016
102;145;2016
102;145;2016
102;148;2016
102;150;2016
102;151;2016
102;151;2016
102;152;2016
102;153;2016
102;155;2016
102;157;2016
102;158;2016
102;159;2016
102;159;2016
102;160;2016
102;163;2016
102;164;2016
102;165;2016
102;165;2016
102;170;2016
102;174;2016
102;177;2016
102;180;2016
102;182;2016
102;187;2016
102;192;2016
102;193;2016
102;194;2016
102;200;2016
102;206;2016
102;210;2016
102;227;2016
102;80;2016
102;86;2016
102;87;2016
102;89;2016
102;90;2016
102;90;2016
102;90;2016
102;90;2016
102;92;2016
102;92;2016
102;93;2016
102;93;2016
102;93;2016
102;95;2016
102;97;2016
102;97;2016
102;98;2016
102;99;2016
102;100;2016
102;100;2016
102;100;2016
102;101;2016
102;102;2016
102;102;2016
102;105;2016
102;105;2016
102;106;2016
102;106;2016
102;107;2016
102;107;2016
102;107;2016
102;108;2016
102;109;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;111;2016
102;111;2016
102;111;2016
102;112;2016
102;112;2016
102;113;2016
102;115;2016
102;115;2016
102;120;2016
102;123;2016
102;123;2016
102;132;2016
102;135;2016
102;137;2016
102;142;2016
102;145;2016
102;145;2016
102;150;2016
102;152;2016
102;152;2016
102;153;2016
102;155;2016
102;156;2016
102;156;2016
102;159;2016
102;160;2016
102;160;2016
102;161;2016
102;164;2016
102;165;2016
102;165;2016
102;165;2016
102;167;2016
102;169;2016
102;170;2016
102;170;2016
102;173;2016
102;175;2016
102;175;2016
102;176;2016
102;178;2016
102;178;2016
102;179;2016
102;182;2016
102;182;2016
102;184;2016
102;185;2016
102;186;2016
102;186;2016
102;189;2016
102;189;2016
102;190;2016
102;190;2016
102;192;2016
102;195;2016
102;197;2016
102;199;2016
102;200;2016
102;200;2016
102;201;2016
102;205;2016
102;216;2016
102;222;2016
102;270;2016
102;77;2016
102;77;2016
102;80;2016
102;100;2016
102;103;2016
102;72;2016
102;76;2016
102;77;2016
102;77;2016
102;78;2016
102;78;2016
102;79;2016
102;80;2016
102;80;2016
102;80;2016
102;81;2016
102;81;2016
102;82;2016
102;83;2016
102;83;2016
102;83;2016
102;84;2016
102;85;2016
102;86;2016
102;86;2016
102;87;2016
102;88;2016
102;90;2016
102;92;2016
102;93;2016
102;93;2016
102;93;2016
102;94;2016
102;94;2016
102;94;2016
102;95;2016
102;95;2016
102;95;2016
102;96;2016
102;96;2016
102;97;2016
102;98;2016
102;98;2016
102;98;2016
102;99;2016
102;99;2016
102;100;2016
102;101;2016
102;101;2016
102;101;2016
102;102;2016
102;103;2016
102;104;2016
102;105;2016
102;105;2016
102;106;2016
102;106;2016
102;112;2016
102;113;2016
102;114;2016
102;117;2016
102;119;2016
102;122;2016
102;124;2016
102;131;2016
102;142;2016
102;149;2016
102;152;2016
102;70;2016
102;74;2016
102;75;2016
102;75;2016
102;75;2016
102;78;2016
102;79;2016
102;80;2016
102;80;2016
102;80;2016
102;80;2016
102;80;2016
102;81;2016
102;81;2016
102;81;2016
102;81;2016
102;82;2016
102;82;2016
102;83;2016
102;83;2016
102;83;2016
102;83;2016
102;84;2016
102;84;2016
102;85;2016
102;85;2016
102;85;2016
102;85;2016
102;85;2016
102;85;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;86;2016
102;87;2016
102;89;2016
102;90;2016
102;90;2016
102;90;2016
102;90;2016
102;90;2016
102;91;2016
102;91;2016
102;92;2016
102;92;2016
102;92;2016
102;92;2016
102;93;2016
102;95;2016
102;95;2016
102;95;2016
102;95;2016
102;97;2016
102;97;2016
102;97;2016
102;99;2016
102;99;2016
102;100;2016
102;100;2016
102;101;2016
102;102;2016
102;103;2016
102;104;2016
102;104;2016
102;104;2016
102;104;2016
102;105;2016
102;105;2016
102;106;2016
102;106;2016
102;106;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;111;2016
102;113;2016
102;113;2016
102;114;2016
102;115;2016
102;115;2016
102;115;2016
102;116;2016
102;120;2016
102;121;2016
102;121;2016
102;123;2016
102;124;2016
102;125;2016
102;126;2016
102;127;2016
102;130;2016
102;135;2016
102;135;2016
102;135;2016
102;146;2016
102;150;2016
102;157;2016
102;162;2016
102;79;2016
102;80;2016
102;81;2016
102;81;2016
102;81;2016
102;81;2016
102;81;2016
102;82;2016
102;85;2016
102;85;2016
102;86;2016
102;86;2016
102;86;2016
102;87;2016
102;89;2016
102;90;2016
102;93;2016
102;94;2016
102;95;2016
102;95;2016
102;96;2016
102;98;2016
102;98;2016
102;99;2016
102;99;2016
102;99;2016
102;100;2016
102;100;2016
102;102;2016
102;102;2016
102;102;2016
102;102;2016
102;104;2016
102;106;2016
102;107;2016
102;110;2016
102;115;2016
102;119;2016
102;120;2016
102;124;2016
102;142;2016
102;148;2016
102;86;2016
102;89;2016
102;90;2016
102;92;2016
102;93;2016
102;96;2016
102;97;2016
102;97;2016
102;102;2016
102;102;2016
102;105;2016
102;112;2016
102;115;2016
102;132;2016
102;134;2016
102;134;2016
102;136;2016
102;92;2016
102;93;2016
102;99;2016
102;121;2016
102;92;2016
102;95;2016
102;96;2016
102;96;2016
102;97;2016
102;99;2016
102;102;2016
102;105;2016
102;105;2016
102;115;2016
102;115;2016
102;121;2016
102;122;2016
102;122;2016
102;130;2016
102;131;2016
102;131;2016
102;133;2016
102;138;2016
102;139;2016
102;146;2016
102;147;2016
102;148;2016
102;150;2016
102;183;2016
102;233;2016
102;83;2016
102;84;2016
102;87;2016
102;90;2016
102;93;2016
102;97;2016
102;98;2016
102;99;2016
102;100;2016
102;101;2016
102;103;2016
102;104;2016
102;105;2016
102;105;2016
102;108;2016
102;109;2016
102;109;2016
102;110;2016
102;110;2016
102;112;2016
102;116;2016
102;117;2016
102;117;2016
102;117;2016
102;118;2016
102;119;2016
102;122;2016
102;123;2016
102;123;2016
102;123;2016
102;126;2016
102;126;2016
102;129;2016
102;130;2016
102;137;2016
102;139;2016
102;140;2016
102;142;2016
102;144;2016
102;146;2016
102;147;2016
102;159;2016
102;161;2016
102;170;2016
102;183;2016
102;93;2016
102;99;2016
102;100;2016
102;100;2016
102;106;2016
102;107;2016
102;108;2016
102;110;2016
102;114;2016
102;117;2016
102;117;2016
102;118;2016
102;120;2016
102;120;2016
102;122;2016
102;127;2016
102;128;2016
102;129;2016
102;130;2016
102;133;2016
102;137;2016
102;137;2016
102;143;2016
102;146;2016
102;153;2016
102;154;2016
102;154;2016
102;154;2016
102;163;2016
102;166;2016
102;172;2016
102;175;2016
102;187;2016
102;192;2016
102;195;2016
102;200;2016
102;204;2016
102;207;2016
102;209;2016
102;82;2016
102;100;2016
102;104;2016
102;105;2016
102;105;2016
102;111;2016
102;112;2016
102;120;2016
102;123;2016
102;126;2016
102;131;2016
102;133;2016
102;135;2016
102;135;2016
102;144;2016
102;145;2016
102;147;2016
102;159;2016
102;170;2016
102;195;2016
102;195;2016
102;204;2016
102;228;2016
102;254;2016
102;95;2016
102;108;2016
102;108;2016
102;108;2016
102;108;2016
102;110;2016
102;122;2016
102;125;2016
102;128;2016
102;132;2016
102;136;2016
102;137;2016
102;138;2016
102;140;2016
102;142;2016
102;142;2016
102;148;2016
102;154;2016
102;154;2016
102;155;2016
102;160;2016
102;161;2016
102;178;2016
102;187;2016
102;201;2016
102;204;2016
102;256;2016
102;80;2016
102;85;2016
102;90;2016
102;94;2016
102;98;2016
102;100;2016
102;102;2016
102;103;2016
102;104;2016
102;105;2016
102;105;2016
102;105;2016
102;106;2016
102;106;2016
102;107;2016
102;108;2016
102;109;2016
102;109;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;111;2016
102;112;2016
102;112;2016
102;113;2016
102;117;2016
102;117;2016
102;118;2016
102;119;2016
102;120;2016
102;122;2016
102;122;2016
102;122;2016
102;123;2016
102;124;2016
102;124;2016
102;125;2016
102;126;2016
102;126;2016
102;128;2016
102;128;2016
102;130;2016
102;131;2016
102;132;2016
102;132;2016
102;135;2016
102;136;2016
102;137;2016
102;141;2016
102;142;2016
102;142;2016
102;143;2016
102;144;2016
102;145;2016
102;145;2016
102;145;2016
102;149;2016
102;152;2016
102;152;2016
102;157;2016
102;158;2016
102;160;2016
102;161;2016
102;162;2016
102;164;2016
102;167;2016
102;175;2016
102;180;2016
102;183;2016
102;185;2016
102;188;2016
102;190;2016
102;193;2016
102;195;2016
102;196;2016
102;196;2016
102;203;2016
102;203;2016
102;205;2016
102;210;2016
102;210;2016
102;210;2016
102;215;2016
102;215;2016
102;217;2016
102;220;2016
102;235;2016
102;266;2016
102;300;2016
102;88;2016
102;88;2016
102;90;2016
102;91;2016
102;93;2016
102;96;2016
102;97;2016
102;99;2016
102;99;2016
102;100;2016
102;100;2016
102;100;2016
102;103;2016
102;103;2016
102;104;2016
102;104;2016
102;106;2016
102;107;2016
102;107;2016
102;108;2016
102;108;2016
102;108;2016
102;109;2016
102;110;2016
102;114;2016
102;114;2016
102;115;2016
102;115;2016
102;116;2016
102;119;2016
102;119;2016
102;120;2016
102;121;2016
102;121;2016
102;122;2016
102;122;2016
102;122;2016
102;123;2016
102;123;2016
102;124;2016
102;125;2016
102;125;2016
102;127;2016
102;127;2016
102;129;2016
102;130;2016
102;131;2016
102;131;2016
102;139;2016
102;141;2016
102;141;2016
102;141;2016
102;146;2016
102;147;2016
102;148;2016
102;154;2016
102;155;2016
102;157;2016
102;161;2016
102;161;2016
102;161;2016
102;165;2016
102;174;2016
102;175;2016
102;177;2016
102;177;2016
102;177;2016
102;179;2016
102;180;2016
102;187;2016
102;188;2016
102;210;2016
102;229;2016
102;233;2016
102;238;2016
102;241;2016
102;292;2016
102;76;2016
102;91;2016
102;94;2016
102;95;2016
102;95;2016
102;95;2016
102;97;2016
102;97;2016
102;97;2016
102;98;2016
102;99;2016
102;100;2016
102;100;2016
102;100;2016
102;102;2016
102;102;2016
102;102;2016
102;102;2016
102;105;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;110;2016
102;111;2016
102;111;2016
102;111;2016
102;111;2016
102;113;2016
102;113;2016
102;113;2016
102;115;2016
102;117;2016
102;120;2016
102;123;2016
102;125;2016
102;126;2016
102;127;2016
102;130;2016
102;130;2016
102;131;2016
102;131;2016
102;132;2016
102;132;2016
102;133;2016
102;135;2016
102;135;2016
102;137;2016
102;138;2016
102;140;2016
102;147;2016
102;148;2016
102;154;2016
102;157;2016
102;157;2016
102;158;2016
102;167;2016
102;169;2016
102;169;2016
102;176;2016
102;177;2016
102;179;2016
102;184;2016
102;187;2016
102;189;2016
102;191;2016
102;200;2016
102;211;2016
102;79;2016
102;80;2016
102;82;2016
102;86;2016
102;87;2016
102;87;2016
102;87;2016
102;89;2016
102;89;2016
102;91;2016
102;92;2016
102;94;2016
102;94;2016
102;95;2016
102;95;2016
102;95;2016
102;96;2016
102;97;2016
102;98;2016
102;99;2016
102;99;2016
102;99;2016
102;101;2016
102;101;2016
102;102;2016
102;104;2016
102;105;2016
102;106;2016
102;108;2016
102;109;2016
102;109;2016
102;112;2016
102;113;2016
102;114;2016
102;114;2016
102;116;2016
102;116;2016
102;119;2016
102;120;2016
102;120;2016
102;123;2016
102;125;2016
102;126;2016
102;132;2016
102;133;2016
102;134;2016
102;134;2016
102;135;2016
102;136;2016
102;141;2016
102;165;2016
102;166;2016
102;73;2016
102;78;2016
102;80;2016
102;83;2016
102;85;2016
102;87;2016
102;94;2016
102;97;2016
102;98;2016
102;102;2016
102;102;2016
102;110;2016
102;110;2016
102;112;2016
102;112;2016
102;114;2016
102;114;2016
102;114;2016
102;115;2016
102;116;2016
102;116;2016
102;116;2016
102;118;2016
102;118;2016
102;123;2016
102;125;2016
102;125;2016
102;126;2016
102;127;2016
102;127;2016
102;127;2016
102;127;2016
102;130;2016
102;132;2016
102;133;2016
102;133;2016
102;133;2016
102;135;2016
102;137;2016
102;139;2016
102;139;2016
102;142;2016
102;142;2016
102;142;2016
102;142;2016
102;144;2016
102;145;2016
102;145;2016
102;146;2016
102;147;2016
102;153;2016
102;161;2016
102;162;2016
102;162;2016
102;163;2016
102;166;2016
102;167;2016
102;172;2016
102;177;2016
102;190;2016
102;191;2016
102;196;2016
102;229;2016
102;274;2016
102;321;2016
102;81;2016
102;85;2016
102;85;2016
102;86;2016
102;88;2016
102;94;2016
102;96;2016
102;104;2016
102;106;2016
102;107;2016
102;108;2016
102;109;2016
102;109;2016
102;110;2016
102;111;2016
102;111;2016
102;111;2016
102;112;2016
102;112;2016
102;113;2016
102;116;2016
102;116;2016
102;117;2016
102;119;2016
102;119;2016
102;119;2016
102;119;2016
102;120;2016
102;121;2016
102;123;2016
102;123;2016
102;124;2016
102;126;2016
102;127;2016
102;128;2016
102;129;2016
102;130;2016
102;133;2016
102;133;2016
102;134;2016
102;136;2016
102;136;2016
102;138;2016
102;142;2016
102;154;2016
102;156;2016
102;158;2016
102;160;2016
102;164;2016
102;170;2016
102;175;2016
102;177;2016
102;188;2016
102;190;2016
102;200;2016
102;207;2016
102;228;2016
102;72;2016
102;85;2016
102;87;2016
102;88;2016
102;89;2016
102;93;2016
102;93;2016
102;95;2016
102;97;2016
102;100;2016
102;100;2016
102;101;2016
102;103;2016
102;105;2016
102;105;2016
102;109;2016
102;109;2016
102;110;2016
102;110;2016
102;112;2016
102;113;2016
102;114;2016
102;115;2016
102;115;2016
102;117;2016
102;117;2016
102;119;2016
102;120;2016
102;122;2016
102;122;2016
102;124;2016
102;127;2016
102;127;2016
102;128;2016
102;128;2016
102;129;2016
102;129;2016
102;129;2016
102;130;2016
102;132;2016
102;132;2016
102;133;2016
102;134;2016
102;137;2016
102;137;2016
102;138;2016
102;140;2016
102;141;2016
102;142;2016
102;143;2016
102;146;2016
102;147;2016
102;147;2016
102;149;2016
102;150;2016
102;151;2016
102;152;2016
102;153;2016
102;155;2016
102;156;2016
102;157;2016
102;157;2016
102;159;2016
102;159;2016
102;159;2016
102;160;2016
102;160;2016
102;162;2016
102;163;2016
102;163;2016
102;163;2016
102;165;2016
102;165;2016
102;165;2016
102;166;2016
102;167;2016
102;168;2016
102;168;2016
102;169;2016
102;170;2016
102;170;2016
102;170;2016
102;171;2016
102;172;2016
102;172;2016
102;172;2016
102;173;2016
102;174;2016
102;176;2016
102;177;2016
102;178;2016
102;180;2016
102;183;2016
102;184;2016
102;187;2016
102;195;2016
102;199;2016
102;206;2016
102;208;2016
102;210;2016
102;215;2016
102;237;2016
102;245;2016
102;297;2016
102;75;2016
102;86;2016
102;88;2016
102;97;2016
102;99;2016
102;101;2016
102;102;2016
102;102;2016
102;105;2016
102;105;2016
102;110;2016
102;111;2016
102;112;2016
102;116;2016
102;117;2016
102;117;2016
102;118;2016
102;119;2016
102;120;2016
102;121;2016
102;124;2016
102;124;2016
102;124;2016
102;126;2016
102;129;2016
102;131;2016
102;131;2016
102;132;2016
102;136;2016
102;136;2016
102;137;2016
102;137;2016
102;137;2016
102;138;2016
102;139;2016
102;139;2016
102;140;2016
102;140;2016
102;143;2016
102;143;2016
102;144;2016
102;146;2016
102;146;2016
102;146;2016
102;147;2016
102;149;2016
102;149;2016
102;150;2016
102;151;2016
102;151;2016
102;152;2016
102;152;2016
102;152;2016
102;154;2016
102;155;2016
102;156;2016
102;163;2016
102;163;2016
102;164;2016
102;168;2016
102;170;2016
102;170;2016
102;173;2016
102;173;2016
102;179;2016
102;196;2016
102;286;2016
102;76;2016
102;90;2016
102;97;2016
102;97;2016
102;98;2016
102;98;2016
102;105;2016
102;111;2016
102;111;2016
102;112;2016
102;112;2016
102;115;2016
102;116;2016
102;117;2016
102;120;2016
102;121;2016
102;122;2016
102;122;2016
102;123;2016
102;125;2016
102;125;2016
102;127;2016
102;132;2016
102;132;2016
102;133;2016
102;134;2016
102;134;2016
102;134;2016
102;135;2016
102;137;2016
102;138;2016
102;139;2016
102;140;2016
102;143;2016
102;145;2016
102;150;2016
102;153;2016
102;153;2016
102;154;2016
102;154;2016
102;160;2016
102;161;2016
102;161;2016
102;163;2016
102;165;2016
102;166;2016
102;169;2016
102;172;2016
102;174;2016
102;175;2016
102;175;2016
102;175;2016
102;176;2016
102;177;2016
102;178;2016
102;178;2016
102;180;2016
102;182;2016
102;184;2016
102;188;2016
102;197;2016
102;198;2016
102;199;2016
102;205;2016
102;265;2016
102;79;2016
102;96;2016
